FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
11/1/2022,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1078,IAD,"Washington, DC",SEA,"Seattle, WA",1855,1902,7,22,1924,2118,8,2153,2126,-27,0,,0,358,324,294,2306,,,,,
1/4/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1510,MSP,"Minneapolis, MN",ORD,"Chicago, IL",545,543,-2,36,619,721,19,733,740,7,0,,0,108,117,62,334,,,,,
11/30/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,927,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",2130,2126,-4,13,2139,2226,27,2257,2253,-4,0,,0,207,207,167,1299,,,,,
8/14/2023,Republic Airline,Republic Airline: YX,YX,20452,3450,EWR,"Newark, NJ",PIT,"Pittsburgh, PA",2059,2057,-2,23,2120,2221,5,2239,2226,-13,0,,0,100,89,61,319,,,,,
12/16/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2421,IAH,"Houston, TX",LAX,"Los Angeles, CA",1008,1014,6,26,1040,1149,9,1159,1158,-1,0,,0,231,224,189,1379,,,,,
5/1/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1344,LAS,"Las Vegas, NV",LBB,"Lubbock, TX",950,,,,,,,1355,,,1,D,0,125,,,775,,,,,
7/21/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2695,IND,"Indianapolis, IN",PHL,"Philadelphia, PA",1558,1550,-8,12,1602,1728,7,1748,1735,-13,0,,0,110,105,86,588,,,,,
9/18/2022,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,60,JNU,"Juneau, AK",KTN,"Ketchikan, AK",710,657,-13,12,709,746,4,809,750,-19,0,,0,59,53,37,234,,,,,
9/8/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4788,DTW,"Detroit, MI",CVG,"Cincinnati, OH",1226,1224,-2,14,1238,1326,4,1335,1330,-5,0,,0,69,66,48,229,,,,,
3/24/2021,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,190,DEN,"Denver, CO",AUS,"Austin, TX",1519,1519,0,14,1533,1817,11,1833,1828,-5,0,,0,134,129,104,775,,,,,
2/12/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5755,DEN,"Denver, CO",SAV,"Savannah, GA",945,955,10,46,1041,1528,6,1524,1534,10,0,,0,219,219,167,1414,,,,,
2/9/2019,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4144,BHM,"Birmingham, AL",IAH,"Houston, TX",635,635,0,5,640,835,8,855,843,-12,0,,0,140,128,115,562,,,,,
10/14/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1772,ATL,"Atlanta, GA",PHX,"Phoenix, AZ",1124,1123,-1,11,1134,1223,4,1220,1227,7,0,,0,236,244,229,1587,,,,,
12/4/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4289,CDC,"Cedar City, UT",SLC,"Salt Lake City, UT",1541,1539,-2,12,1551,1631,9,1649,1640,-9,0,,0,68,61,40,221,,,,,
3/31/2020,Envoy Air,Envoy Air: MQ,MQ,20398,3655,RIC,"Richmond, VA",ORD,"Chicago, IL",1021,,,,,,,1140,,,1,D,0,139,,,642,,,,,
10/16/2021,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5202,PVD,"Providence, RI",DCA,"Washington, DC",603,558,-5,13,611,721,6,737,727,-10,0,,0,94,89,70,356,,,,,
8/10/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1953,MSY,"New Orleans, LA",MDW,"Chicago, IL",705,706,1,9,715,912,5,920,917,-3,0,,0,135,131,117,825,,,,,
8/12/2021,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5384,CLT,"Charlotte, NC",VPS,"Valparaiso, FL",1710,1721,11,21,1742,1752,21,1755,1813,18,0,,0,105,112,70,460,0,0,7,0,11
3/7/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2086,DCA,"Washington, DC",JFK,"New York, NY",600,554,-6,12,606,653,6,717,659,-18,0,,0,77,65,47,213,,,,,
5/6/2023,JetBlue Airways,JetBlue Airways: B6,B6,20409,400,MSY,"New Orleans, LA",BOS,"Boston, MA",1033,2030,597,19,2049,53,4,1501,57,596,0,,0,208,207,184,1368,437,0,0,0,159
7/23/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5399,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1740,1800,20,15,1815,1901,6,1850,1907,17,0,,0,70,67,46,236,0,0,0,0,17
3/26/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3783,SLC,"Salt Lake City, UT",BOI,"Boise, ID",1725,1724,-1,14,1738,1822,2,1838,1824,-14,0,,0,73,60,44,290,,,,,
1/9/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3607,SJC,"San Jose, CA",LAX,"Los Angeles, CA",625,622,-3,12,634,725,8,752,733,-19,0,,0,87,71,51,308,,,,,
8/4/2020,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,300,MYR,"Myrtle Beach, SC",LGA,"New York, NY",825,823,-2,11,834,1012,10,1014,1022,8,0,,0,109,119,98,563,,,,,
9/22/2022,Republic Airline,Republic Airline: YX,YX,20452,5684,BOS,"Boston, MA",ORD,"Chicago, IL",1020,1054,34,24,1118,1241,17,1159,1258,59,0,,0,159,184,143,867,0,0,25,0,34
7/26/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1279,HNL,"Honolulu, HI",LIH,"Lihue, HI",1530,,,,,,,1610,,,1,B,0,40,,,102,,,,,
11/26/2019,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5262,LGA,"New York, NY",CAE,"Columbia, SC",2120,2141,21,14,2155,2331,6,2335,2337,2,0,,0,135,116,96,617,,,,,
1/25/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3610,SAT,"San Antonio, TX",HOU,"Houston, TX",1235,1229,-6,9,1238,1310,2,1345,1312,-33,0,,0,70,43,32,192,,,,,
12/1/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,216,AUS,"Austin, TX",IAH,"Houston, TX",1411,1404,-7,17,1421,1504,9,1518,1513,-5,0,,0,67,69,43,140,,,,,
3/1/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1631,LAX,"Los Angeles, CA",DCA,"Washington, DC",810,801,-9,21,822,1538,3,1605,1541,-24,0,,0,295,280,256,2311,,,,,
7/13/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5257,PVD,"Providence, RI",TPA,"Tampa, FL",1055,1054,-1,9,1103,1347,2,1355,1349,-6,0,,0,180,175,164,1136,,,,,
12/6/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2630,SFO,"San Francisco, CA",PHL,"Philadelphia, PA",2330,2321,-9,24,2345,713,4,752,717,-35,0,,0,322,296,268,2521,,,,,
3/30/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,360,SFO,"San Francisco, CA",SNA,"Santa Ana, CA",1056,1046,-10,24,1110,1211,11,1235,1222,-13,0,,0,99,96,61,372,,,,,
8/12/2021,Horizon Air,Horizon Air: QX,QX,19687,2129,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",1350,1347,-3,21,1408,1501,2,1518,1503,-15,0,,0,88,76,53,337,,,,,
10/27/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1537,MSY,"New Orleans, LA",ATL,"Atlanta, GA",1145,1141,-4,15,1156,1355,8,1410,1403,-7,0,,0,85,82,59,425,,,,,
4/12/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,396,MSP,"Minneapolis, MN",ORD,"Chicago, IL",924,921,-3,35,956,1055,24,1059,1119,20,0,,0,95,118,59,334,0,0,20,0,0
3/1/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5451,SFO,"San Francisco, CA",PDX,"Portland, OR",1302,1258,-4,21,1319,1438,6,1505,1444,-21,0,,0,123,106,79,550,,,,,
3/23/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5451,SAN,"San Diego, CA",LAX,"Los Angeles, CA",1515,,,,,,,1612,,,1,D,0,57,,,109,,,,,
6/16/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,671,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",1416,,,,,,,1910,,,1,B,0,174,,,1055,,,,,
4/26/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,128,LAX,"Los Angeles, CA",BWI,"Baltimore, MD",2159,2158,-1,17,2215,539,8,601,547,-14,0,,0,302,289,264,2329,,,,,
10/24/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4999,MSP,"Minneapolis, MN",GFK,"Grand Forks, ND",900,856,-4,11,907,956,3,1014,959,-15,0,,0,74,63,49,284,,,,,
4/28/2021,Envoy Air,Envoy Air: MQ,MQ,20398,4209,SPS,"Wichita Falls, TX",DFW,"Dallas/Fort Worth, TX",1024,1048,24,19,1107,1219,11,1127,1230,63,0,,0,63,102,72,113,0,0,39,0,24
2/26/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,344,ATL,"Atlanta, GA",MSP,"Minneapolis, MN",1620,1700,40,13,1713,1839,4,1805,1843,38,0,,0,165,163,146,907,0,0,0,0,38
2/7/2022,Horizon Air,Horizon Air: QX,QX,19687,2396,PDX,"Portland, OR",GEG,"Spokane, WA",2100,2107,7,8,2115,2207,5,2208,2212,4,0,,0,68,65,52,279,,,,,
10/27/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,386,MCO,"Orlando, FL",CAK,"Akron, OH",1025,1019,-6,15,1034,1225,6,1244,1231,-13,0,,0,139,132,111,861,,,,,
10/31/2020,Republic Airline,Republic Airline: YX,YX,20452,3675,IND,"Indianapolis, IN",EWR,"Newark, NJ",701,651,-10,24,715,842,10,859,852,-7,0,,0,118,121,87,645,,,,,
4/15/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2493,CLT,"Charlotte, NC",SYR,"Syracuse, NY",922,915,-7,15,930,1052,3,1110,1055,-15,0,,0,108,100,82,603,,,,,
6/22/2021,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,162,FLL,"Fort Lauderdale, FL",BDL,"Hartford, CT",2050,2125,35,21,2146,15,4,2349,19,30,0,,0,179,174,149,1173,30,0,0,0,0
8/23/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2292,DTW,"Detroit, MI",TVC,"Traverse City, MI",1215,1208,-7,9,1217,1256,5,1319,1301,-18,0,,0,64,53,39,207,,,,,
7/18/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2186,DEN,"Denver, CO",LGA,"New York, NY",1725,1722,-3,80,1842,2356,5,2310,1,51,0,,0,225,279,194,1620,0,0,51,0,0
2/28/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3799,ORD,"Chicago, IL",LGA,"New York, NY",1830,1840,10,29,1909,2146,5,2148,2151,3,0,,0,138,131,97,733,,,,,
5/26/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1867,SMF,"Sacramento, CA",PHX,"Phoenix, AZ",645,657,12,10,707,834,14,850,848,-2,0,,0,125,111,87,647,,,,,
7/30/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,461,ECP,"Panama City, FL",BWI,"Baltimore, MD",1145,1141,-4,10,1151,1437,5,1450,1442,-8,0,,0,125,121,106,798,,,,,
5/21/2019,Envoy Air,Envoy Air: MQ,MQ,20398,3806,MIA,"Miami, FL",CVG,"Cincinnati, OH",840,838,-2,18,856,1111,4,1119,1115,-4,0,,0,159,157,135,948,,,,,
4/8/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,983,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",1345,1344,-1,12,1356,1541,4,1553,1545,-8,0,,0,128,121,105,666,,,,,
10/12/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1073,SLC,"Salt Lake City, UT",MSP,"Minneapolis, MN",1555,1551,-4,14,1605,1904,4,1925,1908,-17,0,,0,150,137,119,991,,,,,
6/29/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5107,HOU,"Houston, TX",IND,"Indianapolis, IN",1855,1920,25,9,1929,2227,5,2210,2232,22,0,,0,135,132,118,861,22,0,0,0,0
11/1/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,2579,BOS,"Boston, MA",EWR,"Newark, NJ",1925,1942,17,16,1958,2045,16,2109,2101,-8,0,,0,104,79,47,200,,,,,
10/12/2019,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,151,ANC,"Anchorage, AK",OME,"Nome, AK",1020,1009,-11,10,1019,1134,3,1155,1137,-18,0,,0,95,88,75,539,,,,,
3/20/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2202,ATL,"Atlanta, GA",DAB,"Daytona Beach, FL",2235,2229,-6,12,2241,2332,3,2354,2335,-19,0,,0,79,66,51,366,,,,,
10/12/2022,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,40,ATL,"Atlanta, GA",MSP,"Minneapolis, MN",1455,1506,11,21,1527,1636,5,1633,1641,8,0,,0,158,155,129,907,,,,,
8/18/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,117,ATL,"Atlanta, GA",BHM,"Birmingham, AL",1638,1633,-5,15,1648,1620,3,1630,1623,-7,0,,0,52,50,32,134,,,,,
6/14/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1079,PHX,"Phoenix, AZ",BNA,"Nashville, TN",1805,1843,38,9,1852,2329,5,2325,2334,9,0,,0,200,171,157,1449,,,,,
4/14/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3624,SLC,"Salt Lake City, UT",FAT,"Fresno, CA",1112,1114,2,23,1137,1157,5,1204,1202,-2,0,,0,112,108,80,501,,,,,
9/29/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5663,BHM,"Birmingham, AL",DFW,"Dallas/Fort Worth, TX",1130,1213,43,10,1223,1352,9,1328,1401,33,0,,0,118,108,89,597,33,0,0,0,0
12/27/2021,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2147,CLT,"Charlotte, NC",LAS,"Las Vegas, NV",2113,2316,123,20,2336,150,25,2325,215,170,0,,0,312,359,314,1916,16,0,47,0,107
3/24/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1834,CMH,"Columbus, OH",ATL,"Atlanta, GA",1729,,,,,,,1915,,,1,D,0,106,,,447,,,,,
9/14/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5357,LGA,"New York, NY",DAL,"Dallas, TX",650,646,-4,14,700,905,13,940,918,-22,0,,0,230,212,185,1381,,,,,
5/25/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2909,DCA,"Washington, DC",OKC,"Oklahoma City, OK",1540,1551,11,13,1604,1746,3,1755,1749,-6,0,,0,195,178,162,1158,,,,,
3/5/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1956,PHL,"Philadelphia, PA",MCO,"Orlando, FL",1543,1659,76,15,1714,1926,14,1821,1940,79,0,,0,158,161,132,861,64,0,3,0,12
11/2/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,477,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",1757,1811,14,11,1822,58,8,115,106,-9,0,,0,258,235,216,1947,,,,,
5/1/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2072,CLT,"Charlotte, NC",ORF,"Norfolk, VA",914,910,-4,15,925,1010,3,1022,1013,-9,0,,0,68,63,45,290,,,,,
12/28/2020,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,634,SEA,"Seattle, WA",TPA,"Tampa, FL",2310,2308,-2,12,2320,711,4,730,715,-15,0,,0,320,307,291,2520,,,,,
4/1/2021,JetBlue Airways,JetBlue Airways: B6,B6,20409,741,BOS,"Boston, MA",SRQ,"Sarasota/Bradenton, FL",1205,1458,173,13,1511,1817,5,1535,1822,167,0,,0,210,204,186,1220,0,0,0,0,167
4/15/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,355,PHX,"Phoenix, AZ",SNA,"Santa Ana, CA",1709,1716,7,10,1726,1824,4,1829,1828,-1,0,,0,80,72,58,338,,,,,
2/15/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1716,ATL,"Atlanta, GA",VPS,"Valparaiso, FL",2230,2225,-5,15,2240,2232,4,2238,2236,-2,0,,0,68,71,52,250,,,,,
4/16/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,703,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",1800,1835,35,25,1900,2007,6,1923,2013,50,0,,0,143,158,127,731,0,0,15,0,35
1/24/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5356,DEN,"Denver, CO",OKC,"Oklahoma City, OK",1051,1044,-7,19,1103,1318,4,1336,1322,-14,0,,0,105,98,75,495,,,,,
7/4/2019,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5116,STL,"St. Louis, MO",DCA,"Washington, DC",1320,1314,-6,13,1327,1715,29,1626,1744,78,0,,0,126,210,168,719,0,0,78,0,0
11/25/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1627,DEN,"Denver, CO",PHX,"Phoenix, AZ",1546,1541,-5,27,1608,1751,4,1741,1755,14,0,,0,115,134,103,602,,,,,
11/5/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3047,LAX,"Los Angeles, CA",MCI,"Kansas City, MO",1910,1930,20,8,1938,22,4,15,26,11,0,,0,185,176,164,1363,,,,,
2/10/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2216,BNA,"Nashville, TN",ATL,"Atlanta, GA",1455,1506,11,6,1512,1649,3,1700,1652,-8,0,,0,65,46,37,214,,,,,
8/16/2022,Republic Airline,Republic Airline: YX,YX,20452,4743,AVL,"Asheville, NC",CLT,"Charlotte, NC",1818,1812,-6,23,1835,1902,15,1925,1917,-8,0,,0,67,65,27,91,,,,,
12/14/2020,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1169,PHL,"Philadelphia, PA",MCO,"Orlando, FL",1720,1716,-4,23,1739,1951,14,2000,2005,5,0,,0,160,169,132,861,,,,,
2/16/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2067,MCI,"Kansas City, MO",CLT,"Charlotte, NC",700,753,53,53,846,1135,8,1014,1143,89,0,,0,134,170,109,808,0,53,36,0,0
3/18/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,936,MCO,"Orlando, FL",ATL,"Atlanta, GA",1135,1226,51,25,1251,1405,10,1315,1415,60,0,,0,100,109,74,404,0,0,47,0,13
8/25/2023,Envoy Air,Envoy Air: MQ,MQ,20398,3472,DFW,"Dallas/Fort Worth, TX",TLH,"Tallahassee, FL",1901,1857,-4,26,1923,2216,4,2221,2220,-1,0,,0,140,143,113,767,,,,,
11/29/2022,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5093,CLT,"Charlotte, NC",BHM,"Birmingham, AL",1125,1121,-4,29,1150,1154,4,1205,1158,-7,0,,0,100,97,64,350,,,,,
7/18/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1866,OAK,"Oakland, CA",BUR,"Burbank, CA",1130,1126,-4,9,1135,1226,2,1245,1228,-17,0,,0,75,62,51,325,,,,,
11/26/2021,Horizon Air,Horizon Air: QX,QX,19687,2210,SNA,"Santa Ana, CA",PDX,"Portland, OR",1525,1522,-3,16,1538,1802,3,1755,1805,10,0,,0,150,163,144,859,,,,,
1/27/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2227,SJU,"San Juan, PR",MIA,"Miami, FL",555,553,-2,13,606,714,6,750,720,-30,0,,0,175,147,128,1045,,,,,
2/20/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1898,PHL,"Philadelphia, PA",EYW,"Key West, FL",1122,1111,-11,16,1127,1407,17,1429,1424,-5,0,,0,187,193,160,1121,,,,,
6/7/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,645,OGG,"Kahului, HI",PHX,"Phoenix, AZ",2225,2215,-10,10,2225,645,9,712,654,-18,0,,0,347,339,320,2845,,,,,
9/23/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,176,BOS,"Boston, MA",BNA,"Nashville, TN",1000,1003,3,12,1015,1130,6,1155,1136,-19,0,,0,175,153,135,942,,,,,
2/11/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1303,LAX,"Los Angeles, CA",DAL,"Dallas, TX",1810,1823,13,12,1835,2301,3,2300,2304,4,0,,0,170,161,146,1246,,,,,
2/28/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1293,MSP,"Minneapolis, MN",RSW,"Fort Myers, FL",745,835,50,22,857,1255,3,1215,1258,43,0,,0,210,203,178,1416,43,0,0,0,0
6/7/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1181,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",1340,1400,20,9,1409,2035,8,2040,2043,3,0,,0,240,223,206,1747,,,,,
2/22/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2266,DFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",2020,2040,20,18,2058,6,4,17,10,-7,0,,0,177,150,128,1121,,,,,
5/30/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2248,DFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA",1040,1034,-6,24,1058,1207,4,1236,1211,-25,0,,0,236,217,189,1464,,,,,
6/24/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2896,ATL,"Atlanta, GA",TPA,"Tampa, FL",1735,1812,37,52,1904,2053,6,1903,2059,116,0,,0,88,167,109,406,0,0,116,0,0
3/18/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1488,SAN,"San Diego, CA",SEA,"Seattle, WA",1310,1310,0,29,1339,1613,4,1604,1617,13,0,,0,174,187,154,1050,,,,,
8/6/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2923,KOA,"Kona, HI",SJC,"San Jose, CA",1345,1351,6,11,1402,2127,4,2140,2131,-9,0,,0,295,280,265,2384,,,,,
4/12/2021,Envoy Air,Envoy Air: MQ,MQ,20398,4292,CVG,"Cincinnati, OH",DCA,"Washington, DC",1224,1218,-6,10,1228,1330,3,1350,1333,-17,0,,0,86,75,62,411,,,,,
4/14/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,573,HOU,"Houston, TX",ELP,"El Paso, TX",1240,1300,20,12,1312,1350,7,1345,1357,12,0,,0,125,117,98,677,,,,,
9/4/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3926,HOU,"Houston, TX",MDW,"Chicago, IL",950,1000,10,12,1012,1216,4,1215,1220,5,0,,0,145,140,124,937,,,,,
7/12/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1280,ORD,"Chicago, IL",ANC,"Anchorage, AK",1540,1538,-2,18,1556,1913,3,1922,1916,-6,0,,0,402,398,377,2846,,,,,
3/11/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2107,LGB,"Long Beach, CA",PHX,"Phoenix, AZ",1835,1836,1,12,1848,2046,44,2050,2130,40,0,,0,75,114,58,355,0,0,40,0,0
2/18/2019,Republic Airline,Republic Airline: YX,YX,20452,3475,IAH,"Houston, TX",IND,"Indianapolis, IN",1155,1152,-3,13,1205,1441,14,1514,1455,-19,0,,0,139,123,96,844,,,,,
2/8/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3942,GTF,"Great Falls, MT",SLC,"Salt Lake City, UT",700,652,-8,11,703,806,4,847,810,-37,0,,0,107,78,63,463,,,,,
5/8/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1079,SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX",1158,1331,93,18,1349,1912,42,1803,1954,111,0,,0,245,263,203,1660,0,0,18,0,93
5/30/2019,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5153,JAX,"Jacksonville, FL",LGA,"New York, NY",710,707,-3,16,723,918,9,931,927,-4,0,,0,141,140,115,833,,,,,
11/18/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,733,ORD,"Chicago, IL",DEN,"Denver, CO",800,758,-2,35,833,937,10,943,947,4,0,,0,163,169,124,888,,,,,
12/21/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5286,AUS,"Austin, TX",LAX,"Los Angeles, CA",1855,1851,-4,18,1909,2012,7,2036,2019,-17,0,,0,221,208,183,1242,,,,,
1/13/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,633,BOS,"Boston, MA",SFO,"San Francisco, CA",1845,2021,96,14,2035,2,5,2247,7,80,0,,0,422,406,387,2704,80,0,0,0,0
5/12/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1721,ATL,"Atlanta, GA",STL,"St. Louis, MO",2010,2202,112,8,2210,2223,3,2055,2226,91,0,,0,105,84,73,484,66,0,0,0,25
6/10/2019,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4274,ORD,"Chicago, IL",LNK,"Lincoln, NE",1545,1730,105,24,1754,1910,4,1729,1914,105,0,,0,104,104,76,466,0,0,0,0,105
9/29/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1170,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",1703,1653,-10,18,1711,1914,5,1944,1919,-25,0,,0,341,326,303,2556,,,,,
11/14/2019,Republic Airline,Republic Airline: YX,YX,20452,4427,LGA,"New York, NY",DTW,"Detroit, MI",659,652,-7,9,701,829,10,903,839,-24,0,,0,124,107,88,502,,,,,
1/8/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,955,LGA,"New York, NY",DTW,"Detroit, MI",931,925,-6,20,945,1109,9,1142,1118,-24,0,,0,131,113,84,502,,,,,
